Index,Nouns,Verbs,Adjectives,Adpositions,Adverbs,Numerals

1,17,5,7,0,2

2,5,1,0

3,5,1,4

4,5,2,0,1

5,2,0,1

6,0,2

7,10,4,1,2,0

8,1,0

9,0,1

10,14,7,5,11,0,1

11,7,0,2,4

12,16,3,2,0

13,0

14,1,0

15,1,0

16,17,7,6,5,1,0

17,2,0

18,1,0

19,12,9,3,6,0

20,1,2,0

21,7,9,1,2,0

22,15,9,0,6

23,1,0

24,8,6,2,4,0

25,4,1,2,0

26,22,3,5,4,2

27,13,6,2,3,0

28,2,0,1

29,18,6,3,2,0

30,4,7,1,2,3,0

31,15,6,1,8,0

32,23,6,1,9,2

33,1,2,0

34,27,4,1

35,2,0,1

36,0,1

37,1,0

38,20,6,4,1,2

39,0

40,12,4,2

41,11,13,7,5,3,0

42,4,1,0

43,12,11,4,5,1

44,4,8,0,2,1

45,6,3,1,0

46,14,8,4,3,2

47,5,2,1,0

48,13,7,4,6,1,0

49,17,6,2,4,0,3

50,5,2,0

51,11,5,1,0

52,1,0

53,2,1,0

54,17,7,3,6,4,1

55,18,6,5,2,0

56,4,1,2,0

57,11,2,0

58,11,7,0,6

59,0,1

60,4,1,2,0

61,2,0

62,7,5,0,3,2

63,2,0,1

64,6,3,4,1,0

65,7,3,1,2,0

66,22,9,5,1,0

67,4,1,0

68,10,7,2,3,0

69,1,0,2

70,2,1,0

71,1,0

72,19,7,3,5,2,0

73,13,3,2,4,1,0

74,11,9,4,5,1,0

75,1,0

76,9,3,5,2,0

77,1,0

78,3,1,0

79,11,9,2,4,6,0

80,2,0,1

81,12,7,3,6,5

82,12,5,6,1

83,5,0,1

84,26,3,4,1,0

85,1,0

86,0,1

87,1,0

88,3,1,0,2

89,1,0

90,21,9,3,4,1

91,12,3,4,6,0

92,7,4,2,0

93,10,3,2,5,0

94,1,0

95,8,2,1,0

96,2,1,0

97,13,4,3,0

98,17,4,2,5,0

99,0,1

100,8,6,1,2,0

101,6,3,0,1,2

102,8,2,1,0

103,9,3,2,5,0

104,9,2,3,4,0

105,6,1,2,4,0

106,13,10,1,0

107,1,0

108,15,12,3,6,0,1

109,1,0

110,8,3,1,0

111,30,2,6,1,0

112,5,0,1

113,1,0

114,6,5,2,0,1

115,5,2,0

116,2,0,1

117,1,0,4

118,3,0,2

119,1,0,3

120,22,6,1,7

121,3,0,1

122,1,0

123,20,8,5,3,4

124,2,0

125,11,3,6,0

126,3,1,0

127,2,0,1

128,6,3,2,1

129,23,9,2,1,3,0

130,4,0,3

131,9,3,1,0,2

132,11,5,2,3,1,0

133,4,3,1,0

134,1,0

135,11,5,2,4,0,1

136,14,10,8,5,2,1

137,9,4,2,0

138,16,14,4,3,1,0

139,7,1,0

140,19,8,3,1,2

141,9,5,2,3,1,0

142,2,1,0

143,7,2,0,1

144,7,0,2,1

145,11,7,2,3

146,5,12,2,1,4,0

147,5,4,3,1,2,0

148,3,1,0

149,12,8,2,3,4,0

150,3,0,1

151,14,3,2,0

152,12,2,1,0

153,12,1,3,4,0

154,22,6,7,2

155,3,1,2,0

156,1,0

157,10,4,2,0

158,1,2,0

159,15,10,7,5,2,0

160,9,11,6,1,3

161,1,0,8

162,8,6,2,0

163,14,7,6,2,0,1

164,1,0

165,3,5,2,0

166,1,0

167,1,2,0

168,5,4,3,2,0

169,3,6,1,0

170,8,5,1,0,2

171,4,2,0,1

172,0

173,5,0,1

174,5,4,1,2,0

175,24,6,2,4,0

176,27,5,3,0,2

177,12,5,7,4,0

178,2,0,1

179,2,0,1

180,15,8,9,7,1,0

181,7,4,1,3,0

182,6,3,2,0

183,16,2,1,0

184,1,0

185,2,0

186,6,2,1,0

187,4,0,3,1

188,3,2,1,0

189,23,6,2

190,7,0,1,2

191,2,0

192,5,2,3,4

193,16,7,6,3,2

194,8,9,3,1,0

195,4,1,0

196,11,9,5,8,1,0

197,9,6,0,3,1

198,12,4,3,2,1,0

199,2,0

200,2,0

201,0,1

202,0,1

203,6,2,4,3

204,2,0

205,2,1,0

206,2,0,1

207,2,6,1,4,0

208,9,1,0

209,18,7,4,6,1

210,2,0

211,16,4,2,6,1,0

212,0,1

213,12,4,7,3,1

214,3,12,2,0

215,13,8,3,6,1

216,8,7,2,3,1

217,15,5,6,2,0

218,13,8,6,5,1,2

219,16,11,4,3,1

220,3,0

221,2,0

222,9,8,3,5,2,0

223,11,3,2,0

224,5,6,1,0

225,1,0

226,12,0,5,1

227,14,11,6,3,2

228,3,0,2

229,10,7,2,4,1,0

230,6,1,3,2,0

231,9,4,5,2,1,0

232,7,1,0,3

233,14,6,2,3,0

234,1,0

235,2,1,0

236,10,3,0

237,0,1

238,2,0

239,1,0

240,1,0

241,1,0

242,1,0,5

243,7,5,4,3,2,1

244,10,12,4,2,3,0

245,2,0

246,9,0,2

247,21,7,2,9,0

248,8,2,0

249,13,2,1,0

250,18,5,2,1,0

251,2,0,5

252,4,5,0,1,2

253,13,6,5,2

254,16,7,1,5,2

255,0,1

256,4,0,1

257,2,1,0

258,7,4,3,0

259,2,0,1

260,1,0

261,8,1,0,2

262,8,4,2,1,0

263,4,0,3

264,0,1

265,5,2,0

266,13,0,1

267,2,4,1,0

268,9,5,2,0,1

269,2,0

270,2,0,1

271,16,8,0,1,2

272,2,0

273,3,0

274,12,9,3,5,1,0

275,6,7,3,2

276,2,0,1

277,1,0

278,5,3,2,1

279,2,3,1,0

280,8,4,1,3,2,0

281,9,2,1,0

282,1,0

283,14,9,4,1,0

284,9,4,2,0

285,16,3,2,0

286,2,0

287,3,2,0,1

288,3,0

289,1,0,2

290,6,7,2,1,0

291,6,5,1,3,0

292,9,14,1,5,0

293,4,0,1

294,2,0

295,13,4,3,5,0,1

296,5,2,1,3

297,9,4,5,1

298,13,3,0,1

299,2,3,1,0

300,1,0,2

301,29,2,6,1

302,1,0

303,12,7,4,6,0

304,17,4,2,0

305,8,2,4,0,1

306,10,3,1,2,0

307,22,3,9,5,1,0

308,2,1,0

309,1,0

310,10,11,3,1,0

311,22,7,0,6,3

312,9,2,0,5,6

313,2,0

314,16,5,7,3

315,411,199,82,106,80,154

316,4,2,1,0

317,5,3,4,0,2

318,3,1,0

319,4,2,0

320,4,1,0

321,1,0

322,9,6,2,3,1,0

323,9,1,0,2

324,2,0,1

325,8,5,1,2,4,0

326,7,1,2,0

327,1,0

328,5,3,1,0

329,4,3,5,2

330,12,7,2,4,1,0

331,12,10,2,3,5,0

332,10,1,3,0

333,1,0

334,12,9,2,4,0

335,15,6,7,3,1

336,1,0

337,3,1,0

338,5,1,0

339,1,0

340,9,6,1,2,0

341,8,3,0,1

342,3,0,1

343,4,1,0

344,5,3,2,1,0

345,19,8,3,4,2,0

346,4,1,0,3

347,2,1,0

348,17,7,4,1,2

349,3,1,0

350,6,3,2,0

351,6,3,2,0

352,1,0

353,9,2,3,4,1

354,10,0,3,1

355,20,4,8,2,0

356,12,5,2,3,1,0

357,1,0

358,14,8,1,2,0

359,3,0

360,9,2,3,1,0

361,4,1,0

362,4,2,0,1

363,2,0

364,0,1

365,3,1,0

366,14,7,3,8,5,0

367,10,7,6,4,0

